Starting DroneDriver
vel_x, Err, 60.000000, P, 0.060000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_x, Err, 16.000000, P, 0.016000, I, 0.000000, D, 0.000800, PID, 0.016800
vel_y, Err, -31.000000, P, -0.038750, I, 0.000000, D, 0.001750, PID, -0.037000
vel_x, Err, 17.000000, P, 0.017000, I, 0.000000, D, 0.000800, PID, 0.017800
vel_y, Err, -29.000000, P, -0.036250, I, 0.000000, D, 0.001750, PID, -0.034500
vel_x, Err, 17.000000, P, 0.017000, I, 0.000000, D, 0.000000, PID, 0.017000
vel_y, Err, -27.000000, P, -0.033750, I, 0.000000, D, 0.001750, PID, -0.032000
vel_x, Err, 18.000000, P, 0.018000, I, 0.000000, D, 0.000800, PID, 0.018800
vel_y, Err, -24.000000, P, -0.030000, I, 0.000000, D, 0.002625, PID, -0.027375
vel_x, Err, 20.000000, P, 0.020000, I, 0.000000, D, 0.001600, PID, 0.021600
vel_y, Err, -19.000000, P, -0.023750, I, 0.000000, D, 0.004375, PID, -0.019375
vel_x, Err, 21.000000, P, 0.021000, I, 0.000000, D, 0.000800, PID, 0.021800
vel_y, Err, -19.000000, P, -0.023750, I, 0.000000, D, 0.000000, PID, -0.023750
vel_x, Err, 19.000000, P, 0.019000, I, 0.000000, D, -0.001600, PID, 0.017400
vel_y, Err, -18.000000, P, -0.022500, I, 0.000000, D, 0.000875, PID, -0.021625
vel_x, Err, 18.000000, P, 0.018000, I, 0.000000, D, -0.000800, PID, 0.017200
vel_y, Err, -18.000000, P, -0.022500, I, 0.000000, D, 0.000000, PID, -0.022500
vel_x, Err, 18.000000, P, 0.018000, I, 0.000000, D, 0.000000, PID, 0.018000
vel_y, Err, -17.000000, P, -0.021250, I, 0.000000, D, 0.000875, PID, -0.020375
vel_x, Err, 19.000000, P, 0.019000, I, 0.000000, D, 0.000800, PID, 0.019800
vel_y, Err, -16.000000, P, -0.020000, I, 0.000000, D, 0.000875, PID, -0.019125
vel_x, Err, 19.000000, P, 0.019000, I, 0.000000, D, 0.000000, PID, 0.019000
vel_y, Err, -17.000000, P, -0.021250, I, 0.000000, D, -0.000875, PID, -0.022125
vel_x, Err, 17.000000, P, 0.017000, I, 0.000000, D, -0.001600, PID, 0.015400
vel_y, Err, -19.000000, P, -0.023750, I, 0.000000, D, -0.001750, PID, -0.025500
vel_x, Err, 16.000000, P, 0.016000, I, 0.000000, D, -0.000800, PID, 0.015200
vel_y, Err, -23.000000, P, -0.028750, I, 0.000000, D, -0.003500, PID, -0.032250
vel_x, Err, 16.000000, P, 0.016000, I, 0.000000, D, 0.000000, PID, 0.016000
vel_y, Err, -24.000000, P, -0.030000, I, 0.000000, D, -0.000875, PID, -0.030875
vel_x, Err, 15.000000, P, 0.015000, I, 0.000000, D, -0.000800, PID, 0.014200
vel_y, Err, -28.000000, P, -0.035000, I, 0.000000, D, -0.003500, PID, -0.038500
vel_x, Err, 14.000000, P, 0.014000, I, 0.000000, D, -0.000800, PID, 0.013200
vel_y, Err, -32.000000, P, -0.040000, I, 0.000000, D, -0.003500, PID, -0.043500
vel_x, Err, 11.000000, P, 0.011000, I, 0.000000, D, -0.002400, PID, 0.008600
vel_y, Err, -39.000000, P, -0.048750, I, 0.000000, D, -0.006125, PID, -0.054875
vel_x, Err, 9.000000, P, 0.009000, I, 0.000000, D, -0.001600, PID, 0.007400
vel_y, Err, -48.000000, P, -0.060000, I, 0.000000, D, -0.007875, PID, -0.062500
vel_x, Err, 7.000000, P, 0.007000, I, 0.000000, D, -0.001600, PID, 0.005400
vel_y, Err, -55.000000, P, -0.068750, I, 0.000000, D, -0.006125, PID, -0.062500
vel_x, Err, 6.000000, P, 0.006000, I, 0.000000, D, -0.000800, PID, 0.005200
vel_y, Err, -61.000000, P, -0.076250, I, 0.000000, D, -0.005250, PID, -0.062500
vel_x, Err, 6.000000, P, 0.006000, I, 0.000000, D, 0.000000, PID, 0.006000
vel_y, Err, -67.000000, P, -0.083750, I, 0.000000, D, -0.005250, PID, -0.062500
vel_x, Err, 6.000000, P, 0.006000, I, 0.000000, D, 0.000000, PID, 0.006000
vel_y, Err, -77.000000, P, -0.096250, I, 0.000000, D, -0.008750, PID, -0.062500
vel_x, Err, 6.000000, P, 0.006000, I, 0.000000, D, 0.000000, PID, 0.006000
vel_y, Err, -77.000000, P, -0.096250, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, 6.000000, P, 0.006000, I, 0.000000, D, 0.000000, PID, 0.006000
vel_y, Err, -77.000000, P, -0.096250, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, 5.000000, P, 0.005000, I, 0.000000, D, -0.000800, PID, 0.004200
vel_y, Err, -74.000000, P, -0.092500, I, 0.000000, D, 0.002625, PID, -0.062500
vel_x, Err, 7.000000, P, 0.007000, I, 0.000000, D, 0.001600, PID, 0.008600
vel_y, Err, -63.000000, P, -0.078750, I, 0.000000, D, 0.009625, PID, -0.062500
vel_x, Err, 9.000000, P, 0.009000, I, 0.000000, D, 0.001600, PID, 0.010600
vel_y, Err, -52.000000, P, -0.065000, I, 0.000000, D, 0.009625, PID, -0.055375
vel_x, Err, 9.000000, P, 0.009000, I, 0.000000, D, 0.000000, PID, 0.009000
vel_y, Err, -47.000000, P, -0.058750, I, 0.000000, D, 0.004375, PID, -0.054375
vel_x, Err, 7.000000, P, 0.007000, I, 0.000000, D, -0.001600, PID, 0.005400
vel_y, Err, -40.000000, P, -0.050000, I, 0.000000, D, 0.006125, PID, -0.043875
vel_x, Err, 8.000000, P, 0.008000, I, 0.000000, D, 0.000800, PID, 0.008800
vel_y, Err, -28.000000, P, -0.035000, I, 0.000000, D, 0.010500, PID, -0.024500
vel_x, Err, 10.000000, P, 0.010000, I, 0.000000, D, 0.001600, PID, 0.011600
vel_y, Err, -8.000000, P, -0.010000, I, 0.000000, D, 0.017500, PID, 0.007500
vel_x, Err, 18.000000, P, 0.018000, I, 0.000000, D, 0.006400, PID, 0.024400
vel_y, Err, 20.000000, P, 0.025000, I, 0.000000, D, 0.024500, PID, 0.049500
vel_x, Err, 22.000000, P, 0.022000, I, 0.000000, D, 0.003200, PID, 0.025200
vel_y, Err, 27.000000, P, 0.033750, I, 0.000000, D, 0.006125, PID, 0.039875
vel_x, Err, 23.000000, P, 0.023000, I, 0.000000, D, 0.000800, PID, 0.023800
vel_y, Err, 32.000000, P, 0.040000, I, 0.000000, D, 0.004375, PID, 0.044375
vel_x, Err, 21.000000, P, 0.021000, I, 0.000000, D, -0.001600, PID, 0.019400
vel_y, Err, 36.000000, P, 0.045000, I, 0.000000, D, 0.003500, PID, 0.048500
vel_x, Err, 18.000000, P, 0.018000, I, 0.000000, D, -0.002400, PID, 0.015600
vel_y, Err, 34.000000, P, 0.042500, I, 0.000000, D, -0.001750, PID, 0.040750
vel_x, Err, 11.000000, P, 0.011000, I, 0.000000, D, -0.005600, PID, 0.005400
vel_y, Err, 24.000000, P, 0.030000, I, 0.000000, D, -0.008750, PID, 0.021250
vel_x, Err, 2.000000, P, 0.002000, I, 0.000000, D, -0.007200, PID, -0.005200
vel_y, Err, 13.000000, P, 0.016250, I, 0.000000, D, -0.009625, PID, 0.006625
vel_x, Err, -9.000000, P, -0.009000, I, 0.000000, D, -0.008800, PID, -0.017800
vel_y, Err, 1.000000, P, 0.001250, I, 0.000000, D, -0.010500, PID, -0.009250
vel_x, Err, -9.000000, P, -0.009000, I, 0.000000, D, 0.000000, PID, -0.009000
vel_y, Err, 1.000000, P, 0.001250, I, 0.000000, D, 0.000000, PID, 0.001250
vel_x, Err, -48.000000, P, -0.048000, I, 0.000000, D, -0.031200, PID, -0.050000
vel_y, Err, -44.000000, P, -0.055000, I, 0.000000, D, -0.039375, PID, -0.062500
vel_x, Err, -48.000000, P, -0.048000, I, 0.000000, D, 0.000000, PID, -0.048000
vel_y, Err, -44.000000, P, -0.055000, I, 0.000000, D, 0.000000, PID, -0.055000
vel_x, Err, -48.000000, P, -0.048000, I, 0.000000, D, 0.000000, PID, -0.048000
vel_y, Err, -44.000000, P, -0.055000, I, 0.000000, D, 0.000000, PID, -0.055000
vel_x, Err, 19.000000, P, 0.019000, I, 0.000000, D, 0.000000, PID, 0.019000
vel_y, Err, -42.000000, P, -0.052500, I, 0.000000, D, 0.000000, PID, -0.052500
vel_x, Err, 44.000000, P, 0.044000, I, 0.000000, D, 0.020000, PID, 0.050000
vel_y, Err, -53.000000, P, -0.066250, I, 0.000000, D, -0.009625, PID, -0.062500
vel_x, Err, 54.000000, P, 0.054000, I, 0.000000, D, 0.008000, PID, 0.050000
vel_y, Err, -63.000000, P, -0.078750, I, 0.000000, D, -0.008750, PID, -0.062500
vel_x, Err, 61.000000, P, 0.061000, I, 0.000000, D, 0.005600, PID, 0.050000
vel_y, Err, -69.000000, P, -0.086250, I, 0.000000, D, -0.005250, PID, -0.062500
vel_x, Err, 61.000000, P, 0.061000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, -69.000000, P, -0.086250, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, 61.000000, P, 0.061000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, -69.000000, P, -0.086250, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, 28.000000, P, 0.028000, I, 0.000000, D, 0.000000, PID, 0.028000
vel_y, Err, 32.000000, P, 0.040000, I, 0.000000, D, 0.000000, PID, 0.040000
vel_x, Err, 28.000000, P, 0.028000, I, 0.000000, D, 0.000000, PID, 0.028000
vel_y, Err, 32.000000, P, 0.040000, I, 0.000000, D, 0.000000, PID, 0.040000
vel_x, Err, 28.000000, P, 0.028000, I, 0.000000, D, 0.000000, PID, 0.028000
vel_y, Err, 32.000000, P, 0.040000, I, 0.000000, D, 0.000000, PID, 0.040000
vel_x, Err, -37.000000, P, -0.037000, I, 0.000000, D, -0.052000, PID, -0.050000
vel_y, Err, -75.000000, P, -0.093750, I, 0.000000, D, -0.093625, PID, -0.062500
vel_x, Err, -37.000000, P, -0.037000, I, 0.000000, D, 0.000000, PID, -0.037000
vel_y, Err, -75.000000, P, -0.093750, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, -37.000000, P, -0.037000, I, 0.000000, D, 0.000000, PID, -0.037000
vel_y, Err, -75.000000, P, -0.093750, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, -34.000000, P, -0.034000, I, 0.000000, D, 0.000000, PID, -0.034000
vel_y, Err, -52.000000, P, -0.065000, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, -24.000000, P, -0.024000, I, 0.000000, D, 0.008000, PID, -0.016000
vel_y, Err, -64.000000, P, -0.080000, I, 0.000000, D, -0.010500, PID, -0.062500
vel_x, Err, -8.000000, P, -0.008000, I, 0.000000, D, 0.012800, PID, 0.004800
vel_y, Err, -62.000000, P, -0.077500, I, 0.000000, D, 0.001750, PID, -0.062500
vel_x, Err, 8.000000, P, 0.008000, I, 0.000000, D, 0.012800, PID, 0.020800
vel_y, Err, -52.000000, P, -0.065000, I, 0.000000, D, 0.008750, PID, -0.056250
vel_x, Err, 33.000000, P, 0.033000, I, 0.000000, D, 0.020000, PID, 0.050000
vel_y, Err, -24.000000, P, -0.030000, I, 0.000000, D, 0.024500, PID, -0.005500
vel_x, Err, 30.000000, P, 0.030000, I, 0.000000, D, -0.002400, PID, 0.027600
vel_y, Err, -14.000000, P, -0.017500, I, 0.000000, D, 0.008750, PID, -0.008750
vel_x, Err, 16.000000, P, 0.016000, I, 0.000000, D, -0.011200, PID, 0.004800
vel_y, Err, -16.000000, P, -0.020000, I, 0.000000, D, -0.001750, PID, -0.021750
vel_x, Err, 8.000000, P, 0.008000, I, 0.000000, D, -0.006400, PID, 0.001600
vel_y, Err, -19.000000, P, -0.023750, I, 0.000000, D, -0.002625, PID, -0.026375
vel_x, Err, 3.000000, P, 0.003000, I, 0.000000, D, -0.004000, PID, -0.001000
vel_y, Err, -21.000000, P, -0.026250, I, 0.000000, D, -0.001750, PID, -0.028000
vel_x, Err, 5.000000, P, 0.005000, I, 0.000000, D, 0.001600, PID, 0.006600
vel_y, Err, -22.000000, P, -0.027500, I, 0.000000, D, -0.000875, PID, -0.028375
vel_x, Err, 16.000000, P, 0.016000, I, 0.000000, D, 0.008800, PID, 0.024800
vel_y, Err, -22.000000, P, -0.027500, I, 0.000000, D, 0.000000, PID, -0.027500
vel_x, Err, 22.000000, P, 0.022000, I, 0.000000, D, 0.004800, PID, 0.026800
vel_y, Err, -16.000000, P, -0.020000, I, 0.000000, D, 0.005250, PID, -0.014750
vel_x, Err, 22.000000, P, 0.022000, I, 0.000000, D, 0.000000, PID, 0.022000
vel_y, Err, -13.000000, P, -0.016250, I, 0.000000, D, 0.002625, PID, -0.013625
vel_x, Err, 20.000000, P, 0.020000, I, 0.000000, D, -0.001600, PID, 0.018400
vel_y, Err, -13.000000, P, -0.016250, I, 0.000000, D, 0.000000, PID, -0.016250
vel_x, Err, 20.000000, P, 0.020000, I, 0.000000, D, 0.000000, PID, 0.020000
vel_y, Err, -15.000000, P, -0.018750, I, 0.000000, D, -0.001750, PID, -0.020500
vel_x, Err, 17.000000, P, 0.017000, I, 0.000000, D, -0.002400, PID, 0.014600
vel_y, Err, -15.000000, P, -0.018750, I, 0.000000, D, 0.000000, PID, -0.018750
vel_x, Err, 16.000000, P, 0.016000, I, 0.000000, D, -0.000800, PID, 0.015200
vel_y, Err, -14.000000, P, -0.017500, I, 0.000000, D, 0.000875, PID, -0.016625
vel_x, Err, 17.000000, P, 0.017000, I, 0.000000, D, 0.000800, PID, 0.017800
vel_y, Err, -16.000000, P, -0.020000, I, 0.000000, D, -0.001750, PID, -0.021750
vel_x, Err, 19.000000, P, 0.019000, I, 0.000000, D, 0.001600, PID, 0.020600
vel_y, Err, -19.000000, P, -0.023750, I, 0.000000, D, -0.002625, PID, -0.026375
vel_x, Err, 23.000000, P, 0.023000, I, 0.000000, D, 0.003200, PID, 0.026200
vel_y, Err, -18.000000, P, -0.022500, I, 0.000000, D, 0.000875, PID, -0.021625
vel_x, Err, 23.000000, P, 0.023000, I, 0.000000, D, 0.000000, PID, 0.023000
vel_y, Err, -17.000000, P, -0.021250, I, 0.000000, D, 0.000875, PID, -0.020375
vel_x, Err, 22.000000, P, 0.022000, I, 0.000000, D, -0.000800, PID, 0.021200
vel_y, Err, -17.000000, P, -0.021250, I, 0.000000, D, 0.000000, PID, -0.021250
vel_x, Err, 22.000000, P, 0.022000, I, 0.000000, D, 0.000000, PID, 0.022000
vel_y, Err, -19.000000, P, -0.023750, I, 0.000000, D, -0.001750, PID, -0.025500
vel_x, Err, 21.000000, P, 0.021000, I, 0.000000, D, -0.000800, PID, 0.020200
vel_y, Err, -20.000000, P, -0.025000, I, 0.000000, D, -0.000875, PID, -0.025875
vel_x, Err, 19.000000, P, 0.019000, I, 0.000000, D, -0.001600, PID, 0.017400
vel_y, Err, -19.000000, P, -0.023750, I, 0.000000, D, 0.000875, PID, -0.022875
vel_x, Err, 20.000000, P, 0.020000, I, 0.000000, D, 0.000800, PID, 0.020800
vel_y, Err, -18.000000, P, -0.022500, I, 0.000000, D, 0.000875, PID, -0.021625
vel_x, Err, 21.000000, P, 0.021000, I, 0.000000, D, 0.000800, PID, 0.021800
vel_y, Err, -19.000000, P, -0.023750, I, 0.000000, D, -0.000875, PID, -0.024625
vel_x, Err, 20.000000, P, 0.020000, I, 0.000000, D, -0.000800, PID, 0.019200
vel_y, Err, -19.000000, P, -0.023750, I, 0.000000, D, 0.000000, PID, -0.023750
vel_x, Err, 20.000000, P, 0.020000, I, 0.000000, D, 0.000000, PID, 0.020000
vel_y, Err, -18.000000, P, -0.022500, I, 0.000000, D, 0.000875, PID, -0.021625
vel_x, Err, 20.000000, P, 0.020000, I, 0.000000, D, 0.000000, PID, 0.020000
vel_y, Err, -17.000000, P, -0.021250, I, 0.000000, D, 0.000875, PID, -0.020375
vel_x, Err, 20.000000, P, 0.020000, I, 0.000000, D, 0.000000, PID, 0.020000
vel_y, Err, -14.000000, P, -0.017500, I, 0.000000, D, 0.002625, PID, -0.014875
vel_x, Err, 18.000000, P, 0.018000, I, 0.000000, D, -0.001600, PID, 0.016400
vel_y, Err, -13.000000, P, -0.016250, I, 0.000000, D, 0.000875, PID, -0.015375
vel_x, Err, 16.000000, P, 0.016000, I, 0.000000, D, -0.001600, PID, 0.014400
vel_y, Err, -12.000000, P, -0.015000, I, 0.000000, D, 0.000875, PID, -0.014125
vel_x, Err, 16.000000, P, 0.016000, I, 0.000000, D, 0.000000, PID, 0.016000
vel_y, Err, -13.000000, P, -0.016250, I, 0.000000, D, -0.000875, PID, -0.017125
vel_x, Err, 20.000000, P, 0.020000, I, 0.000000, D, 0.003200, PID, 0.023200
vel_y, Err, -13.000000, P, -0.016250, I, 0.000000, D, 0.000000, PID, -0.016250
vel_x, Err, 31.000000, P, 0.031000, I, 0.000000, D, 0.008800, PID, 0.039800
vel_y, Err, -16.000000, P, -0.020000, I, 0.000000, D, -0.002625, PID, -0.022625
vel_x, Err, 43.000000, P, 0.043000, I, 0.000000, D, 0.009600, PID, 0.050000
vel_y, Err, -17.000000, P, -0.021250, I, 0.000000, D, -0.000875, PID, -0.022125
vel_x, Err, 55.000000, P, 0.055000, I, 0.000000, D, 0.009600, PID, 0.050000
vel_y, Err, -17.000000, P, -0.021250, I, 0.000000, D, 0.000000, PID, -0.021250
vel_x, Err, 55.000000, P, 0.055000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, -17.000000, P, -0.021250, I, 0.000000, D, 0.000000, PID, -0.021250
vel_x, Err, 55.000000, P, 0.055000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, -17.000000, P, -0.021250, I, 0.000000, D, 0.000000, PID, -0.021250
vel_x, Err, 61.000000, P, 0.061000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, -8.000000, P, -0.010000, I, 0.000000, D, 0.000000, PID, -0.010000
vel_x, Err, 57.000000, P, 0.057000, I, 0.000000, D, -0.003200, PID, 0.050000
vel_y, Err, -6.000000, P, -0.007500, I, 0.000000, D, 0.001750, PID, -0.005750
vel_x, Err, 45.000000, P, 0.045000, I, 0.000000, D, -0.009600, PID, 0.035400
vel_y, Err, -6.000000, P, -0.007500, I, 0.000000, D, 0.000000, PID, -0.007500
vel_x, Err, 36.000000, P, 0.036000, I, 0.000000, D, -0.007200, PID, 0.028800
vel_y, Err, -8.000000, P, -0.010000, I, 0.000000, D, -0.001750, PID, -0.011750
vel_x, Err, 30.000000, P, 0.030000, I, 0.000000, D, -0.004800, PID, 0.025200
vel_y, Err, -11.000000, P, -0.013750, I, 0.000000, D, -0.002625, PID, -0.016375
vel_x, Err, 26.000000, P, 0.026000, I, 0.000000, D, -0.003200, PID, 0.022800
vel_y, Err, -13.000000, P, -0.016250, I, 0.000000, D, -0.001750, PID, -0.018000
vel_x, Err, 15.000000, P, 0.015000, I, 0.000000, D, -0.008800, PID, 0.006200
vel_y, Err, -13.000000, P, -0.016250, I, 0.000000, D, 0.000000, PID, -0.016250
vel_x, Err, 6.000000, P, 0.006000, I, 0.000000, D, -0.007200, PID, -0.001200
vel_y, Err, -12.000000, P, -0.015000, I, 0.000000, D, 0.000875, PID, -0.014125
vel_x, Err, 2.000000, P, 0.002000, I, 0.000000, D, -0.003200, PID, -0.001200
vel_y, Err, -11.000000, P, -0.013750, I, 0.000000, D, 0.000875, PID, -0.012875
vel_x, Err, 1.000000, P, 0.001000, I, 0.000000, D, -0.000800, PID, 0.000200
vel_y, Err, -12.000000, P, -0.015000, I, 0.000000, D, -0.000875, PID, -0.015875
vel_x, Err, -2.000000, P, -0.002000, I, 0.000000, D, -0.002400, PID, -0.004400
vel_y, Err, -12.000000, P, -0.015000, I, 0.000000, D, 0.000000, PID, -0.015000
vel_x, Err, -5.000000, P, -0.005000, I, 0.000000, D, -0.002400, PID, -0.007400
vel_y, Err, -10.000000, P, -0.012500, I, 0.000000, D, 0.001750, PID, -0.010750
vel_x, Err, -10.000000, P, -0.010000, I, 0.000000, D, -0.004000, PID, -0.014000
vel_y, Err, -9.000000, P, -0.011250, I, 0.000000, D, 0.000875, PID, -0.010375
vel_x, Err, -23.000000, P, -0.023000, I, 0.000000, D, -0.010400, PID, -0.033400
vel_y, Err, -11.000000, P, -0.013750, I, 0.000000, D, -0.001750, PID, -0.015500
vel_x, Err, -27.000000, P, -0.027000, I, 0.000000, D, -0.003200, PID, -0.030200
vel_y, Err, -11.000000, P, -0.013750, I, 0.000000, D, 0.000000, PID, -0.013750
vel_x, Err, -27.000000, P, -0.027000, I, 0.000000, D, 0.000000, PID, -0.027000
vel_y, Err, -11.000000, P, -0.013750, I, 0.000000, D, 0.000000, PID, -0.013750
vel_x, Err, -12.000000, P, -0.012000, I, 0.000000, D, 0.012000, PID, 0.000000
vel_y, Err, -8.000000, P, -0.010000, I, 0.000000, D, 0.002625, PID, -0.007375
vel_x, Err, 6.000000, P, 0.006000, I, 0.000000, D, 0.014400, PID, 0.020400
vel_y, Err, -4.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
vel_x, Err, 20.000000, P, 0.020000, I, 0.000000, D, 0.011200, PID, 0.031200
vel_y, Err, 0.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
vel_x, Err, 20.000000, P, 0.020000, I, 0.000000, D, 0.000000, PID, 0.020000
vel_y, Err, 0.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
vel_x, Err, 20.000000, P, 0.020000, I, 0.000000, D, 0.000000, PID, 0.020000
vel_y, Err, 0.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
vel_x, Err, 47.000000, P, 0.047000, I, 0.000000, D, 0.000000, PID, 0.047000
vel_y, Err, 2.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
vel_x, Err, 37.000000, P, 0.037000, I, 0.000000, D, -0.008000, PID, 0.029000
vel_y, Err, -2.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
vel_x, Err, 31.000000, P, 0.031000, I, 0.000000, D, -0.004800, PID, 0.026200
vel_y, Err, -8.000000, P, -0.010000, I, 0.000000, D, -0.007000, PID, -0.017000
vel_x, Err, 28.000000, P, 0.028000, I, 0.000000, D, -0.002400, PID, 0.025600
vel_y, Err, -13.000000, P, -0.016250, I, 0.000000, D, -0.004375, PID, -0.020625
vel_x, Err, 24.000000, P, 0.024000, I, 0.000000, D, -0.003200, PID, 0.020800
vel_y, Err, -15.000000, P, -0.018750, I, 0.000000, D, -0.001750, PID, -0.020500
vel_x, Err, 22.000000, P, 0.022000, I, 0.000000, D, -0.001600, PID, 0.020400
vel_y, Err, -16.000000, P, -0.020000, I, 0.000000, D, -0.000875, PID, -0.020875
vel_x, Err, 20.000000, P, 0.020000, I, 0.000000, D, -0.001600, PID, 0.018400
vel_y, Err, -17.000000, P, -0.021250, I, 0.000000, D, -0.000875, PID, -0.022125
vel_x, Err, 16.000000, P, 0.016000, I, 0.000000, D, -0.003200, PID, 0.012800
vel_y, Err, -19.000000, P, -0.023750, I, 0.000000, D, -0.001750, PID, -0.025500
vel_x, Err, 12.000000, P, 0.012000, I, 0.000000, D, -0.003200, PID, 0.008800
vel_y, Err, -20.000000, P, -0.025000, I, 0.000000, D, -0.000875, PID, -0.025875
vel_x, Err, 9.000000, P, 0.009000, I, 0.000000, D, -0.002400, PID, 0.006600
vel_y, Err, -19.000000, P, -0.023750, I, 0.000000, D, 0.000875, PID, -0.022875
vel_x, Err, 3.000000, P, 0.003000, I, 0.000000, D, -0.004800, PID, -0.001800
vel_y, Err, -15.000000, P, -0.018750, I, 0.000000, D, 0.003500, PID, -0.015250
vel_x, Err, 2.000000, P, 0.002000, I, 0.000000, D, -0.000800, PID, 0.001200
vel_y, Err, -16.000000, P, -0.020000, I, 0.000000, D, -0.000875, PID, -0.020875
vel_x, Err, 1.000000, P, 0.001000, I, 0.000000, D, -0.000800, PID, 0.000200
vel_y, Err, -16.000000, P, -0.020000, I, 0.000000, D, 0.000000, PID, -0.020000
vel_x, Err, -2.000000, P, -0.002000, I, 0.000000, D, -0.002400, PID, -0.004400
vel_y, Err, -16.000000, P, -0.020000, I, 0.000000, D, 0.000000, PID, -0.020000
vel_x, Err, -7.000000, P, -0.007000, I, 0.000000, D, -0.004000, PID, -0.011000
vel_y, Err, -15.000000, P, -0.018750, I, 0.000000, D, 0.000875, PID, -0.017875
vel_x, Err, -10.000000, P, -0.010000, I, 0.000000, D, -0.002400, PID, -0.012400
vel_y, Err, -14.000000, P, -0.017500, I, 0.000000, D, 0.000875, PID, -0.016625
vel_x, Err, -11.000000, P, -0.011000, I, 0.000000, D, -0.000800, PID, -0.011800
vel_y, Err, -14.000000, P, -0.017500, I, 0.000000, D, 0.000000, PID, -0.017500
vel_x, Err, -7.000000, P, -0.007000, I, 0.000000, D, 0.003200, PID, -0.003800
vel_y, Err, -14.000000, P, -0.017500, I, 0.000000, D, 0.000000, PID, -0.017500
vel_x, Err, 10.000000, P, 0.010000, I, 0.000000, D, 0.013600, PID, 0.023600
vel_y, Err, -12.000000, P, -0.015000, I, 0.000000, D, 0.001750, PID, -0.013250
vel_x, Err, 46.000000, P, 0.046000, I, 0.000000, D, 0.028800, PID, 0.050000
vel_y, Err, -12.000000, P, -0.015000, I, 0.000000, D, 0.000000, PID, -0.015000
vel_x, Err, 46.000000, P, 0.046000, I, 0.000000, D, 0.000000, PID, 0.046000
vel_y, Err, -12.000000, P, -0.015000, I, 0.000000, D, 0.000000, PID, -0.015000
vel_x, Err, 46.000000, P, 0.046000, I, 0.000000, D, 0.000000, PID, 0.046000
vel_y, Err, -12.000000, P, -0.015000, I, 0.000000, D, 0.000000, PID, -0.015000
vel_x, Err, 61.000000, P, 0.061000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, -38.000000, P, -0.047500, I, 0.000000, D, 0.000000, PID, -0.047500
vel_x, Err, 60.000000, P, 0.060000, I, 0.000000, D, -0.000800, PID, 0.050000
vel_y, Err, -39.000000, P, -0.048750, I, 0.000000, D, -0.000875, PID, -0.049625
vel_x, Err, 57.000000, P, 0.057000, I, 0.000000, D, -0.002400, PID, 0.050000
vel_y, Err, -39.000000, P, -0.048750, I, 0.000000, D, 0.000000, PID, -0.048750
vel_x, Err, 55.000000, P, 0.055000, I, 0.000000, D, -0.001600, PID, 0.050000
vel_y, Err, -39.000000, P, -0.048750, I, 0.000000, D, 0.000000, PID, -0.048750
vel_x, Err, 53.000000, P, 0.053000, I, 0.000000, D, -0.001600, PID, 0.050000
vel_y, Err, -39.000000, P, -0.048750, I, 0.000000, D, 0.000000, PID, -0.048750
vel_x, Err, 50.000000, P, 0.050000, I, 0.000000, D, -0.002400, PID, 0.047600
vel_y, Err, -39.000000, P, -0.048750, I, 0.000000, D, 0.000000, PID, -0.048750
vel_x, Err, 46.000000, P, 0.046000, I, 0.000000, D, -0.003200, PID, 0.042800
vel_y, Err, -37.000000, P, -0.046250, I, 0.000000, D, 0.001750, PID, -0.044500
vel_x, Err, 46.000000, P, 0.046000, I, 0.000000, D, 0.000000, PID, 0.046000
vel_y, Err, -35.000000, P, -0.043750, I, 0.000000, D, 0.001750, PID, -0.042000
vel_x, Err, 44.000000, P, 0.044000, I, 0.000000, D, -0.001600, PID, 0.042400
vel_y, Err, -35.000000, P, -0.043750, I, 0.000000, D, 0.000000, PID, -0.043750
vel_x, Err, 38.000000, P, 0.038000, I, 0.000000, D, -0.004800, PID, 0.033200
vel_y, Err, -32.000000, P, -0.040000, I, 0.000000, D, 0.002625, PID, -0.037375
